station,valid,metar
ZGOW,1959-01-01 00:00,ZGOW 010000Z AUTO 36002KT 7SM 15/13 RMK SLP171 T01500128 53008 IEM_DS3505
ZGOW,1959-01-01 03:00,ZGOW 010300Z AUTO 04004KT 7SM 19/12 RMK SLP174 T01890122 50003 IEM_DS3505
ZGOW,1959-01-01 06:00,ZGOW 010600Z AUTO 11008KT 9SM 19/13 RMK SLP144 T01890128 56031 IEM_DS3505
ZGOW,1959-01-01 09:00,ZGOW 010900Z AUTO 09008KT 8SM 17/14 RMK SLP149 T01720139 53006 IEM_DS3505
ZGOW,1959-01-01 12:00,ZGOW 011200Z AUTO 07006KT 9SM 16/14 RMK SLP169 T01610139 53020 IEM_DS3505
ZGOW,1959-01-01 15:00,ZGOW 011500Z AUTO 07014KT 7SM 16/14 RMK SLP185 T01610139 51016 IEM_DS3505
ZGOW,1959-01-01 18:00,ZGOW 011800Z AUTO 07012KT 7SM 16/13 RMK SLP182 T01610128 58003 IEM_DS3505
ZGOW,1959-01-01 21:00,ZGOW 012100Z AUTO 09010KT 9SM 15/13 RMK SLP177 T01500128 55005 IEM_DS3505
ZGOW,1959-01-02 00:00,ZGOW 020000Z AUTO 36006KT 6SM 14/12 RMK 60002 SLP199 T01390122 52020 IEM_DS3505
ZGOW,1959-01-02 03:00,ZGOW 020300Z AUTO 36004KT 7SM 16/12 RMK SLP198 T01610122 50000 IEM_DS3505
ZGOW,1959-01-02 06:00,ZGOW 020600Z AUTO 07010KT 9SM 17/12 RMK 60002 SLP159 T01720122 57039 IEM_DS3505
ZGOW,1959-01-02 09:00,ZGOW 020900Z AUTO 09006KT 9SM 16/12 RMK SLP156 T01610122 55004 IEM_DS3505
ZGOW,1959-01-02 12:00,ZGOW 021200Z AUTO 07010KT 9SM 15/12 RMK SLP171 T01500122 53016 IEM_DS3505
ZGOW,1959-01-02 15:00,ZGOW 021500Z AUTO 07006KT 9SM 15/12 RMK SLP179 T01500122 52007 IEM_DS3505
ZGOW,1959-01-02 18:00,ZGOW 021800Z AUTO 07010KT 9SM 14/12 RMK 60002 SLP187 T01390122 53008 IEM_DS3505
ZGOW,1959-01-02 21:00,ZGOW 022100Z AUTO 07010KT 8SM 14/12 RMK SLP172 T01390122 56014 IEM_DS3505
ZGOW,1959-01-03 03:00,ZGOW 030300Z AUTO 09006KT 10SM 17/12 RMK SLP173 T01720122 58003 IEM_DS3505
ZGOW,1959-01-03 09:00,ZGOW 030900Z AUTO 11006KT 9SM 16/13 RMK SLP144 T01610128 53002 IEM_DS3505
ZGOW,1959-01-03 12:00,ZGOW 031200Z AUTO 07004KT 9SM 16/13 RMK SLP165 T01610128 51022 IEM_DS3505
ZGOW,1959-01-03 15:00,ZGOW 031500Z AUTO 07008KT 9SM 16/13 RMK SLP184 T01610128 52019 IEM_DS3505
ZGOW,1959-01-03 21:00,ZGOW 032100Z AUTO 36012KT 9SM 12/07 RMK SLP187 T01220072 55001 IEM_DS3505
ZGOW,1959-01-04 03:00,ZGOW 040300Z AUTO 34010KT 7SM 12/07 RMK SLP236 T01220072 51016 IEM_DS3505
ZGOW,1959-01-04 06:00,ZGOW 040600Z AUTO 34012KT 9SM 12/06 RMK 60002 SLP214 T01220061 58021 IEM_DS3505
ZGOW,1959-01-04 09:00,ZGOW 040900Z AUTO 34008KT 7SM 12/05 RMK SLP229 T01220050 53014 IEM_DS3505
ZGOW,1959-01-04 12:00,ZGOW 041200Z AUTO 36004KT 7SM 11/06 RMK SLP244 T01110061 51015 IEM_DS3505
ZGOW,1959-01-04 15:00,ZGOW 041500Z AUTO 04004KT 7SM 11/08 RMK SLP261 T01110078 52017 IEM_DS3505
ZGOW,1959-01-04 18:00,ZGOW 041800Z AUTO 04006KT 7SM 10/08 RMK 60002 SLP259 T01000078 58002 IEM_DS3505
ZGOW,1959-01-04 21:00,ZGOW 042100Z AUTO 02008KT 7SM 11/06 RMK SLP254 T01110061 56005 IEM_DS3505
ZGOW,1959-01-05 00:00,ZGOW 050000Z AUTO 36006KT 8SM 10/05 RMK SLP270 T01000050 53014 IEM_DS3505
ZGOW,1959-01-05 03:00,ZGOW 050300Z AUTO 07014KT 9SM 12/05 RMK SLP269 T01220050 58001 IEM_DS3505
ZGOW,1959-01-05 06:00,ZGOW 050600Z AUTO 07008KT 9SM 12/04 RMK SLP243 T01220039 58026 IEM_DS3505
ZGOW,1959-01-05 09:00,ZGOW 050900Z AUTO 07012KT 7SM 12/04 RMK SLP238 T01220039 58005 IEM_DS3505
ZGOW,1959-01-05 12:00,ZGOW 051200Z AUTO 07010KT 9SM 12/05 RMK SLP255 T01220050 53018 IEM_DS3505
ZGOW,1959-01-05 15:00,ZGOW 051500Z AUTO 07012KT 9SM 11/05 RMK SLP257 T01110050 51002 IEM_DS3505
ZGOW,1959-01-05 18:00,ZGOW 051800Z AUTO 07008KT 9SM 10/05 RMK SLP251 T01000050 56006 IEM_DS3505
ZGOW,1959-01-05 21:00,ZGOW 052100Z AUTO 07014KT 7SM 10/04 RMK SLP249 T01000039 55002 IEM_DS3505
ZGOW,1959-01-06 00:00,ZGOW 060000Z AUTO 07014KT 9SM 10/03 RMK SLP255 T01000028 50006 IEM_DS3505
ZGOW,1959-01-06 03:00,ZGOW 060300Z AUTO 07008KT 9SM 12/01 RMK SLP260 T01220011 50005 IEM_DS3505
ZGOW,1959-01-06 06:00,ZGOW 060600Z AUTO 09010KT 9SM 13/03 RMK SLP228 T01280028 57033 IEM_DS3505
ZGOW,1959-01-06 09:00,ZGOW 060900Z AUTO 07010KT 8SM 12/04 RMK SLP219 T01220039 56009 IEM_DS3505
ZGOW,1959-01-06 12:00,ZGOW 061200Z AUTO 07016KT 8SM 11/04 RMK SLP229 T01110039 53009 IEM_DS3505
ZGOW,1959-01-06 15:00,ZGOW 061500Z AUTO 07019KT 8SM 10/04 RMK SLP234 T01000039 51005 IEM_DS3505
ZGOW,1959-01-06 18:00,ZGOW 061800Z AUTO 07012KT 8SM 09/04 RMK SLP220 T00890039 56013 IEM_DS3505
ZGOW,1959-01-06 21:00,ZGOW 062100Z AUTO 02004KT 8SM 09/05 RMK SLP208 T00890050 56013 IEM_DS3505
ZGOW,1959-01-07 00:00,ZGOW 070000Z AUTO 36004KT 7SM 10/05 RMK SLP215 T01000050 53007 IEM_DS3505
ZGOW,1959-01-07 03:00,ZGOW 070300Z AUTO 07014KT 9SM 14/05 RMK SLP212 T01390050 58003 IEM_DS3505
ZGOW,1959-01-07 06:00,ZGOW 070600Z AUTO 11006KT 9SM 15/08 RMK SLP180 T01500078 57032 IEM_DS3505
ZGOW,1959-01-07 09:00,ZGOW 070900Z AUTO 09010KT 7SM 13/10 RMK SLP174 T01280100 56006 IEM_DS3505
ZGOW,1959-01-07 12:00,ZGOW 071200Z AUTO 07010KT 8SM 13/10 RMK SLP180 T01280100 52006 IEM_DS3505
ZGOW,1959-01-07 15:00,ZGOW 071500Z AUTO 04012KT 8SM 13/10 RMK SLP181 T01280100 52002 IEM_DS3505
ZGOW,1959-01-07 18:00,ZGOW 071800Z AUTO 02008KT 9SM 13/10 RMK SLP176 T01280100 58005 IEM_DS3505
