station,valid,metar
ZHCC,2024-01-01 00:00,ZHCC 010000Z VRB01MPS 3000 BR NSC M05/M07 Q1030 NOSIG
ZHCC,2024-01-01 01:00,ZHCC 010100Z VRB01MPS 3000 BR NSC M01/M05 Q1031 NOSIG
ZHCC,2024-01-01 02:00,ZHCC 010200Z 22001MPS 5000 HZ NSC 01/M06 Q1031 NOSIG
ZHCC,2024-01-01 03:00,ZHCC 010300Z 22003MPS 190V270 5000 HZ NSC 02/M07 Q1030 NOSIG
ZHCC,2024-01-01 04:00,ZHCC 010400Z 22002MPS 180V250 6000 NSC 04/M06 Q1029 NOSIG
ZHCC,2024-01-01 05:00,ZHCC 010500Z 20003MPS 160V230 6000 NSC 06/M07 Q1028 NOSIG
ZHCC,2024-01-01 06:00,ZHCC 010600Z 19003MPS 150V230 6000 NSC 06/M05 Q1026 NOSIG
ZHCC,2024-01-01 07:00,ZHCC 010700Z 20003MPS 170V250 6000 NSC 06/M06 Q1025 NOSIG
ZHCC,2024-01-01 08:00,ZHCC 010800Z 18004MPS 150V210 6000 NSC 06/M06 Q1025 NOSIG
ZHCC,2024-01-01 09:00,ZHCC 010900Z 19002MPS 160V230 6000 NSC 05/M05 Q1025 NOSIG
ZHCC,2024-01-01 10:00,ZHCC 011000Z 18002MPS 150V220 7000 NSC 05/M05 Q1025 NOSIG
ZHCC,2024-01-01 11:00,ZHCC 011100Z 20003MPS 6000 NSC 04/M04 Q1025 NOSIG
ZHCC,2024-01-01 12:00,ZHCC 011200Z 18003MPS 6000 NSC 03/M04 Q1024 NOSIG
ZHCC,2024-01-01 13:00,ZHCC 011300Z 20002MPS 6000 NSC 03/M04 Q1024 NOSIG
ZHCC,2024-01-01 14:00,ZHCC 011400Z VRB01MPS 6000 NSC 01/M04 Q1024 NOSIG
ZHCC,2024-01-01 15:00,ZHCC 011500Z 19002MPS 6000 NSC 02/M04 Q1024 NOSIG
ZHCC,2024-01-01 16:00,ZHCC 011600Z VRB01MPS 6000 NSC M00/M04 Q1024 NOSIG
ZHCC,2024-01-01 17:00,ZHCC 011700Z VRB01MPS 5000 HZ NSC M01/M05 Q1023 NOSIG
ZHCC,2024-01-01 18:00,ZHCC 011800Z VRB01MPS 5000 HZ NSC 00/M04 Q1023 NOSIG
ZHCC,2024-01-01 19:00,ZHCC 011900Z 00000MPS 5000 BR NSC M01/M03 Q1023 NOSIG
ZHCC,2024-01-01 20:00,ZHCC 012000Z VRB01MPS 4000 BR NSC M00/M03 Q1023 NOSIG
ZHCC,2024-01-01 21:00,ZHCC 012100Z 00000MPS 4000 BR NSC M00/M03 Q1022 NOSIG
ZHCC,2024-01-01 22:00,ZHCC 012200Z VRB01MPS 4000 BR NSC 01/M03 Q1022 BECMG TL2340 2500
ZHCC,2024-01-01 23:00,ZHCC 012300Z VRB01MPS 4000 BR NSC 01/M03 Q1023 NOSIG
ZHCC,2024-01-02 00:00,ZHCC 020000Z 33002MPS 3000 BR NSC 01/M03 Q1023 NOSIG
ZHCC,2024-01-02 01:00,ZHCC 020100Z 33003MPS 300V360 3000 BR NSC 02/M03 Q1024 NOSIG
ZHCC,2024-01-02 02:00,ZHCC 020200Z 34003MPS 310V010 3000 HZ NSC 04/M03 Q1025 NOSIG
ZHCC,2024-01-02 03:00,ZHCC 020300Z 34004MPS 4000 HZ NSC 07/M02 Q1025 NOSIG
ZHCC,2024-01-02 04:00,ZHCC 020400Z 36003MPS 320V020 4000 HZ NSC 09/M03 Q1024 NOSIG
ZHCC,2024-01-02 05:00,ZHCC 020500Z 34003MPS 310V010 4000 HZ NSC 11/M04 Q1023 NOSIG
ZHCC,2024-01-02 06:00,ZHCC 020600Z 36003MPS 330V030 4000 HZ NSC 11/M04 Q1022 NOSIG
ZHCC,2024-01-02 07:00,ZHCC 020700Z 36002MPS 290V070 5000 HZ NSC 12/M04 Q1022 NOSIG
ZHCC,2024-01-02 08:00,ZHCC 020800Z 07002MPS 040V130 5000 HZ NSC 11/M03 Q1022 NOSIG
ZHCC,2024-01-02 09:00,ZHCC 020900Z VRB01MPS 5000 HZ NSC 09/M02 Q1023 NOSIG
ZHCC,2024-01-02 10:00,ZHCC 021000Z 00000MPS 5000 HZ NSC 05/M03 Q1023 NOSIG
ZHCC,2024-01-02 11:00,ZHCC 021100Z VRB01MPS 5000 HZ NSC 05/M01 Q1024 NOSIG
ZHCC,2024-01-02 12:00,ZHCC 021200Z 20002MPS 160V220 5000 HZ NSC 03/M02 Q1024 NOSIG
ZHCC,2024-01-02 13:00,ZHCC 021300Z 30006MPS CAVOK 08/M06 Q1025 NOSIG
ZHCC,2024-01-02 14:00,ZHCC 021400Z 30006MPS CAVOK 08/M07 Q1025 NOSIG
ZHCC,2024-01-02 15:00,ZHCC 021500Z 30004MPS CAVOK 06/M08 Q1026 NOSIG
ZHCC,2024-01-02 16:00,ZHCC 021600Z 30004MPS CAVOK 06/M08 Q1026 NOSIG
ZHCC,2024-01-02 17:00,ZHCC 021700Z 29004MPS CAVOK 05/M08 Q1026 NOSIG
ZHCC,2024-01-02 18:00,ZHCC 021800Z 29004MPS CAVOK 05/M07 Q1026 NOSIG
ZHCC,2024-01-02 19:00,ZHCC 021900Z 30004MPS CAVOK 04/M08 Q1026 NOSIG
ZHCC,2024-01-02 20:00,ZHCC 022000Z 30005MPS CAVOK 05/M08 Q1026 NOSIG
ZHCC,2024-01-02 21:00,ZHCC 022100Z 31004MPS CAVOK 03/M08 Q1026 NOSIG
ZHCC,2024-01-02 22:00,ZHCC 022200Z 30002MPS CAVOK 03/M07 Q1027 NOSIG
ZHCC,2024-01-02 23:00,ZHCC 022300Z 27003MPS CAVOK 01/M08 Q1027 NOSIG
ZHCC,2024-01-03 00:00,ZHCC 030000Z 29002MPS CAVOK M00/M07 Q1027 NOSIG
ZHCC,2024-01-03 01:00,ZHCC 030100Z 26002MPS CAVOK 06/M06 Q1028 NOSIG
ZHCC,2024-01-03 02:00,ZHCC 030200Z 29003MPS CAVOK 09/M08 Q1028 NOSIG
ZHCC,2024-01-03 03:00,ZHCC 030300Z 27003MPS 230V290 CAVOK 10/M08 Q1028 NOSIG
ZHCC,2024-01-03 04:00,ZHCC 030400Z 27004MPS 220V330 CAVOK 11/M08 Q1027 NOSIG
ZHCC,2024-01-03 05:00,ZHCC 030500Z 28002MPS 240V320 CAVOK 12/M09 Q1026 NOSIG
ZHCC,2024-01-03 06:00,ZHCC 030600Z 22003MPS 200V270 CAVOK 12/M09 Q1025 NOSIG
ZHCC,2024-01-03 07:00,ZHCC 030700Z 20003MPS 140V240 CAVOK 12/M09 Q1024 NOSIG
ZHCC,2024-01-03 08:00,ZHCC 030800Z 16003MPS 120V200 CAVOK 12/M09 Q1024 NOSIG
ZHCC,2024-01-03 09:00,ZHCC 030900Z VRB01MPS CAVOK 10/M08 Q1024 NOSIG
ZHCC,2024-01-03 10:00,ZHCC 031000Z VRB01MPS CAVOK 08/M08 Q1023 NOSIG
ZHCC,2024-01-03 11:00,ZHCC 031100Z 17002MPS 130V200 CAVOK 07/M07 Q1023 NOSIG
ZHCC,2024-01-03 12:00,ZHCC 031200Z 19002MPS 150V220 CAVOK 07/M05 Q1023 NOSIG
ZHCC,2024-01-03 13:00,ZHCC 031300Z 19004MPS 160V220 CAVOK 07/M05 Q1022 NOSIG
ZHCC,2024-01-03 14:00,ZHCC 031400Z 19003MPS 160V230 CAVOK 06/M04 Q1022 NOSIG
ZHCC,2024-01-03 15:00,ZHCC 031500Z 20004MPS 160V220 CAVOK 06/M03 Q1021 NOSIG
ZHCC,2024-01-03 16:00,ZHCC 031600Z 18004MPS 150V220 CAVOK 05/M03 Q1021 NOSIG
ZHCC,2024-01-03 17:00,ZHCC 031700Z 19003MPS 150V230 7000 NSC 04/M00 Q1020 NOSIG
ZHCC,2024-01-03 18:00,ZHCC 031800Z 19002MPS 140V230 6000 NSC 04/00 Q1019 NOSIG
ZHCC,2024-01-03 19:00,ZHCC 031900Z 20003MPS 6000 NSC 03/00 Q1019 NOSIG
ZHCC,2024-01-03 20:00,ZHCC 032000Z 21003MPS 170V240 6000 NSC 03/00 Q1018 NOSIG
ZHCC,2024-01-03 21:00,ZHCC 032100Z 20004MPS 160V220 6000 NSC 04/M00 Q1018 NOSIG
ZHCC,2024-01-03 22:00,ZHCC 032200Z 22003MPS 190V260 7000 NSC 04/M00 Q1017 NOSIG
ZHCC,2024-01-03 23:00,ZHCC 032300Z 21004MPS 7000 NSC 04/M00 Q1017 NOSIG
ZHCC,2024-01-04 00:00,ZHCC 040000Z 21004MPS 180V240 6000 NSC 05/01 Q1017 NOSIG
ZHCC,2024-01-04 01:00,ZHCC 040100Z 21003MPS 5000 BR NSC 05/01 Q1018 NOSIG
ZHCC,2024-01-04 02:00,ZHCC 040200Z 21003MPS 170V240 5000 HZ NSC 07/01 Q1018 NOSIG
ZHCC,2024-01-04 03:00,ZHCC 040300Z 19004MPS 160V220 5000 HZ NSC 08/02 Q1017 NOSIG
ZHCC,2024-01-04 04:00,ZHCC 040400Z 20004MPS 150V230 5000 HZ NSC 10/02 Q1016 NOSIG
ZHCC,2024-01-04 05:00,ZHCC 040500Z 19003MPS 120V230 6000 NSC 11/03 Q1015 NOSIG
ZHCC,2024-01-04 06:00,ZHCC 040600Z 20003MPS 170V240 6000 NSC 13/02 Q1015 NOSIG
ZHCC,2024-01-04 07:00,ZHCC 040700Z 18003MPS 140V220 6000 NSC 13/02 Q1014 NOSIG
ZHCC,2024-01-04 08:00,ZHCC 040800Z 19004MPS 160V220 6000 NSC 13/02 Q1015 NOSIG
ZHCC,2024-01-04 09:00,ZHCC 040900Z 20004MPS 170V230 7000 NSC 12/02 Q1015 NOSIG
ZHCC,2024-01-04 10:00,ZHCC 041000Z 20004MPS 8000 NSC 10/02 Q1016 NOSIG
ZHCC,2024-01-04 11:00,ZHCC 041100Z 18002MPS 8000 NSC 08/02 Q1016 NOSIG
ZHCC,2024-01-04 12:00,ZHCC 041200Z 20002MPS 160V240 6000 NSC 07/03 Q1017 NOSIG
ZHCC,2024-01-04 13:00,ZHCC 041300Z VRB01MPS 5000 BR NSC 02/01 Q1017 NOSIG
ZHCC,2024-01-04 14:00,ZHCC 041400Z 25001MPS 5000 BR NSC 04/00 Q1018 NOSIG
ZHCC,2024-01-04 15:00,ZHCC 041500Z VRB01MPS 7000 NSC M01/M03 Q1018 NOSIG
ZHCC,2024-01-04 16:00,ZHCC 041600Z 00000MPS 6000 NSC 00/M03 Q1019 NOSIG
ZHCC,2024-01-04 17:00,ZHCC 041700Z 35003MPS 9000 NSC 04/M02 Q1019 NOSIG
ZHCC,2024-01-04 18:00,ZHCC 041800Z 35005MPS 6000 NSC 05/01 Q1020 NOSIG
ZHCC,2024-01-04 19:00,ZHCC 041900Z 35004MPS 5000 BR NSC 04/02 Q1021 NOSIG
ZHCC,2024-01-04 20:00,ZHCC 042000Z 36003MPS 5000 BR NSC 04/01 Q1021 NOSIG
ZHCC,2024-01-04 21:00,ZHCC 042100Z 35003MPS 310V020 5000 HZ NSC 04/M01 Q1022 NOSIG
ZHCC,2024-01-04 22:00,ZHCC 042200Z 32002MPS 290V350 5000 BR NSC 01/M01 Q1023 NOSIG
ZHCC,2024-01-04 23:00,ZHCC 042300Z 02004MPS 7000 NSC 03/M03 Q1023 NOSIG
ZHCC,2024-01-05 00:00,ZHCC 050000Z 35003MPS 5000 HZ NSC 03/M04 Q1024 NOSIG
ZHCC,2024-01-05 01:00,ZHCC 050100Z 36002MPS 330V030 5000 HZ NSC 04/M03 Q1025 NOSIG
ZHCC,2024-01-05 02:00,ZHCC 050200Z 34002MPS 5000 HZ NSC 06/M02 Q1025 NOSIG
ZHCC,2024-01-05 03:00,ZHCC 050300Z 35002MPS 320V020 5000 HZ NSC 08/M01 Q1025 NOSIG
ZHCC,2024-01-05 04:00,ZHCC 050400Z 01003MPS 340V040 5000 HZ NSC 09/00 Q1024 NOSIG
ZHCC,2024-01-05 05:00,ZHCC 050500Z 01002MPS 330V080 5000 HZ NSC 10/M01 Q1023 NOSIG
ZHCC,2024-01-05 06:00,ZHCC 050600Z 01002MPS 300V060 7000 NSC 11/M05 Q1022 NOSIG
ZHCC,2024-01-05 07:00,ZHCC 050700Z 06002MPS 350V110 7000 NSC 11/M04 Q1022 NOSIG
ZHCC,2024-01-05 08:00,ZHCC 050800Z VRB01MPS 7000 NSC 11/M04 Q1022 NOSIG
ZHCC,2024-01-05 09:00,ZHCC 050900Z 11002MPS 6000 NSC 08/M02 Q1022 NOSIG
ZHCC,2024-01-05 10:00,ZHCC 051000Z 13001MPS 7000 NSC 06/M02 Q1023 NOSIG
ZHCC,2024-01-05 11:00,ZHCC 051100Z VRB01MPS 7000 NSC 03/M02 Q1023 NOSIG
ZHCC,2024-01-05 12:00,ZHCC 051200Z 17001MPS 7000 NSC 01/M03 Q1023 NOSIG
ZHCC,2024-01-05 13:00,ZHCC 051300Z 00000MPS 7000 NSC 02/M01 Q1024 NOSIG
ZHCC,2024-01-05 14:00,ZHCC 051400Z 00000MPS 7000 NSC 02/M01 Q1024 NOSIG
ZHCC,2024-01-05 15:00,ZHCC 051500Z VRB01MPS 5000 BR NSC 02/M01 Q1024 NOSIG
ZHCC,2024-01-05 16:00,ZHCC 051600Z 00000MPS 5000 BR NSC 01/M02 Q1024 NOSIG
ZHCC,2024-01-05 17:00,ZHCC 051700Z 00000MPS 5000 BR NSC 03/M01 Q1024 NOSIG
ZHCC,2024-01-05 18:00,ZHCC 051800Z VRB01MPS 5000 BR NSC 03/M01 Q1024 NOSIG
ZHCC,2024-01-05 19:00,ZHCC 051900Z 33001MPS 5000 BR NSC 02/M01 Q1024 NOSIG
ZHCC,2024-01-05 20:00,ZHCC 052000Z 31001MPS 6000 NSC 01/M02 Q1024 NOSIG
ZHCC,2024-01-05 21:00,ZHCC 052100Z VRB01MPS 7000 NSC 01/M02 Q1024 NOSIG
ZHCC,2024-01-05 22:00,ZHCC 052200Z 00000MPS 7000 NSC 00/M02 Q1024 NOSIG
ZHCC,2024-01-05 23:00,ZHCC 052300Z 31003MPS CAVOK 01/M05 Q1025 NOSIG
ZHCC,2024-01-06 00:00,ZHCC 060000Z 35004MPS CAVOK 05/M06 Q1027 NOSIG
ZHCC,2024-01-06 01:00,ZHCC 060100Z 02006MPS 3000 HZ NSC 04/M02 Q1029 NOSIG
ZHCC,2024-01-06 02:00,ZHCC 060200Z 02006MPS 3000 HZ NSC 04/M04 Q1030 NOSIG
ZHCC,2024-01-06 03:00,ZHCC 060300Z 02006MPS 3000 HZ NSC 05/M04 Q1030 NOSIG
