station,valid,metar
ZBSJ,2011-01-01 00:00,ZBSJ 010000Z 27002MPS 2500 FU SKC M12/M23 Q1035 NOSIG
ZBSJ,2011-01-01 01:00,ZBSJ 010100Z 00000MPS 6000 SKC M06/M19 Q1036 NOSIG
ZBSJ,2011-01-01 02:00,ZBSJ 010200Z 30002MPS 8000 NSC M04/M22 Q1036 NOSIG
ZBSJ,2011-01-01 03:00,ZBSJ 010300Z 28002MPS CAVOK M02/M23 Q1036 NOSIG
ZBSJ,2011-01-01 04:00,ZBSJ 010400Z 26001MPS CAVOK M01/M24 Q1035 NOSIG
ZBSJ,2011-01-01 05:00,ZBSJ 010500Z 23001MPS CAVOK 00/M23 Q1034 NOSIG
ZBSJ,2011-01-01 06:00,ZBSJ 010600Z 22001MPS CAVOK 01/M24 Q1034 NOSIG
ZBSJ,2011-01-01 07:00,ZBSJ 010700Z VRB01MPS CAVOK 01/M25 Q1033 NOSIG
ZBSJ,2011-01-01 08:00,ZBSJ 010800Z VRB01MPS CAVOK 01/M25 Q1033 NOSIG
ZBSJ,2011-01-01 09:00,ZBSJ 010900Z 15001MPS CAVOK M02/M24 Q1034 NOSIG
ZBSJ,2011-01-01 10:00,ZBSJ 011000Z 16002MPS CAVOK M04/M24 Q1034 NOSIG
ZBSJ,2011-01-01 11:00,ZBSJ 011100Z 16002MPS 7000 SKC M05/M24 Q1035 NOSIG
ZBSJ,2011-01-01 12:00,ZBSJ 011200Z 11001MPS 3500 FU NSC M07/M23 Q1035 NOSIG
ZBSJ,2011-01-01 13:00,ZBSJ 011300Z 14001MPS 3500 FU NSC M07/M22 Q1035 NOSIG
ZBSJ,2011-01-01 14:00,ZBSJ 011400Z 18001MPS 3500 FU NSC M07/M22 Q1036 NOSIG
ZBSJ,2011-01-01 15:00,ZBSJ 011500Z 00000MPS 3000 FU NSC M08/M22 Q1036 NOSIG
ZBSJ,2011-01-01 16:00,ZBSJ 011600Z 28001MPS 2500 FU NSC M10/M21 Q1036 NOSIG
ZBSJ,2011-01-01 17:00,ZBSJ 011700Z 30001MPS 1600 R15/1300U FU NSC M09/M21 Q1036 NOSIG
ZBSJ,2011-01-01 18:00,ZBSJ 011800Z 00000MPS 1600 R15/1300 FU NSC M10/M20 Q1036 NOSIG
ZBSJ,2011-01-01 19:00,ZBSJ 011900Z 29001MPS 1600 R15/1400N FU NSC M11/M20 Q1036 NOSIG
ZBSJ,2011-01-01 20:00,ZBSJ 012000Z 31001MPS 3000 FU NSC M11/M20 Q1036 NOSIG
ZBSJ,2011-01-01 21:00,ZBSJ 012100Z 28002MPS 4000 FU NSC M10/M20 Q1036 NOSIG
ZBSJ,2011-01-01 22:00,ZBSJ 012200Z 30002MPS 4000 FU NSC M10/M20 Q1036 NOSIG
