station,valid,metar
ZGMX,2009-01-01 00:00,ZGMX 010000Z AUTO 20004KT 4SM 04/04 RMK SLP284 T00450038 52012 IEM_DS3505
ZGMX,2009-01-01 03:00,ZGMX 010300Z AUTO 07002KT 14SM 12/01 RMK SLP286 T01230007 52003 IEM_DS3505
ZGMX,2009-01-01 06:00,ZGMX 010600Z AUTO 34002KT 16SM 17/M01 RMK SLP248 T01681013 57037 IEM_DS3505
ZGMX,2009-01-01 09:00,ZGMX 010900Z AUTO 34004KT 16SM 16/M02 RMK SLP247 T01601016 57002 IEM_DS3505
ZGMX,2009-01-01 12:00,ZGMX 011200Z AUTO 34004KT 19SM 11/M03 RMK SLP271 T01141028 52023 IEM_DS3505
ZGMX,2009-01-01 15:00,ZGMX 011500Z AUTO 11002KT 19SM 09/M01 RMK SLP285 T00941010 52015 IEM_DS3505
ZGMX,2009-01-01 18:00,ZGMX 011800Z AUTO 00000KT 8SM 05/02 RMK SLP282 T00510019 57003 IEM_DS3505
ZGMX,2009-01-01 21:00,ZGMX 012100Z AUTO 22002KT 7SM 04/01 RMK SLP281 T00350014 57002 IEM_DS3505
ZGMX,2009-01-02 00:00,ZGMX 020000Z AUTO 20002KT 7SM 04/01 RMK SLP302 T00360010 52020 IEM_DS3505
ZGMX,2009-01-02 03:00,ZGMX 020300Z AUTO 04002KT 14SM 11/M03 RMK SLP296 T01071030 57005 IEM_DS3505
ZGMX,2009-01-02 06:00,ZGMX 020600Z AUTO 29004KT 16SM 16/M04 RMK SLP251 T01571037 57044 IEM_DS3505
ZGMX,2009-01-02 09:00,ZGMX 020900Z AUTO 25002KT 14SM 17/M02 RMK SLP246 T01701016 57005 IEM_DS3505
ZGMX,2009-01-02 12:00,ZGMX 021200Z AUTO 25002KT 12SM 09/03 RMK SLP268 T00920034 52020 IEM_DS3505
ZGMX,2009-01-02 15:00,ZGMX 021500Z AUTO 11002KT 11SM 07/04 RMK SLP271 T00740035 52004 IEM_DS3505
ZGMX,2009-01-02 18:00,ZGMX 021800Z AUTO 25002KT 10SM 04/02 RMK SLP266 T00450024 57004 IEM_DS3505
ZGMX,2009-01-02 21:00,ZGMX 022100Z AUTO 22002KT 8SM 04/02 RMK SLP269 T00350019 52003 IEM_DS3505
ZGMX,2009-01-03 00:00,ZGMX 030000Z AUTO 11002KT 4SM 04/02 RMK SLP282 T00410021 52011 IEM_DS3505
ZGMX,2009-01-03 03:00,ZGMX 030300Z AUTO 09004KT 7SM 13/02 RMK SLP265 T01260016 57015 IEM_DS3505
