station,valid,metar
ZBAD,2022-01-01 00:00,ZBAD 010000Z 35001MPS CAVOK M11/M13 Q1025 NOSIG
ZBAD,2022-01-01 00:30,ZBAD 010030Z VRB01MPS CAVOK M09/M11 Q1025 NOSIG
ZBAD,2022-01-01 01:00,ZBAD 010100Z 30001MPS CAVOK M05/M08 Q1025 NOSIG
ZBAD,2022-01-01 01:30,ZBAD 010130Z 30002MPS CAVOK M03/M06 Q1025 NOSIG
ZBAD,2022-01-01 02:00,ZBAD 010200Z 34002MPS CAVOK M01/M06 Q1025 NOSIG
ZBAD,2022-01-01 02:30,ZBAD 010230Z VRB01MPS CAVOK M01/M07 Q1025 NOSIG
ZBAD,2022-01-01 03:00,ZBAD 010300Z VRB01MPS CAVOK 00/M08 Q1025 NOSIG
ZBAD,2022-01-01 03:30,ZBAD 010330Z VRB01MPS CAVOK 02/M07 Q1025 NOSIG
ZBAD,2022-01-01 04:00,ZBAD 010400Z VRB01MPS CAVOK 03/M07 Q1024 NOSIG
ZBAD,2022-01-01 04:30,ZBAD 010430Z 30002MPS 260V360 CAVOK 04/M07 Q1024 NOSIG
ZBAD,2022-01-01 05:00,ZBAD 010500Z 27002MPS 200V320 CAVOK 04/M08 Q1024 NOSIG
ZBAD,2022-01-01 05:30,ZBAD 010530Z 29002MPS 240V340 CAVOK 05/M08 Q1024 NOSIG
ZBAD,2022-01-01 06:00,ZBAD 010600Z 30002MPS 230V360 CAVOK 06/M08 Q1024 NOSIG
ZBAD,2022-01-01 06:30,ZBAD 010630Z 29002MPS 260V340 CAVOK 06/M09 Q1024 NOSIG
ZBAD,2022-01-01 07:00,ZBAD 010700Z 34010MPS 320V020 CAVOK 08/M16 Q1024 NOSIG
ZBAD,2022-01-01 07:30,ZBAD 010730Z 35012G17MPS CAVOK 07/M16 Q1024 NOSIG
ZBAD,2022-01-01 08:00,ZBAD 010800Z 35011G16MPS CAVOK 06/M17 Q1025 NOSIG
ZBAD,2022-01-01 08:30,ZBAD 010830Z 35011MPS CAVOK 05/M17 Q1026 NOSIG
ZBAD,2022-01-01 09:00,ZBAD 010900Z 34012MPS CAVOK 05/M18 Q1026 NOSIG
ZBAD,2022-01-01 09:30,ZBAD 010930Z 36013MPS CAVOK 04/M18 Q1027 NOSIG
ZBAD,2022-01-01 10:00,ZBAD 011000Z 34013G18MPS CAVOK 04/M18 Q1027 NOSIG
ZBAD,2022-01-01 10:30,ZBAD 011030Z 36012MPS CAVOK 03/M17 Q1028 NOSIG
ZBAD,2022-01-01 11:00,ZBAD 011100Z 35010MPS CAVOK 03/M17 Q1029 NOSIG
ZBAD,2022-01-01 11:30,ZBAD 011130Z 35007MPS CAVOK 02/M17 Q1030 NOSIG
ZBAD,2022-01-01 12:00,ZBAD 011200Z 35006MPS CAVOK 00/M17 Q1031 NOSIG
ZBAD,2022-01-01 12:30,ZBAD 011230Z 02005MPS CAVOK 01/M16 Q1031 NOSIG
ZBAD,2022-01-01 13:00,ZBAD 011300Z 04005MPS CAVOK 01/M17 Q1032 NOSIG
ZBAD,2022-01-01 13:30,ZBAD 011330Z 02006MPS CAVOK M00/M15 Q1032 NOSIG
ZBAD,2022-01-01 14:00,ZBAD 011400Z 01008MPS CAVOK M00/M15 Q1032 NOSIG
ZBAD,2022-01-01 14:30,ZBAD 011430Z 02008MPS CAVOK M01/M16 Q1032 NOSIG
ZBAD,2022-01-01 15:00,ZBAD 011500Z 03007MPS CAVOK M01/M16 Q1033 NOSIG
ZBAD,2022-01-01 15:30,ZBAD 011530Z 02006MPS CAVOK M02/M16 Q1033 NOSIG
ZBAD,2022-01-01 16:00,ZBAD 011600Z 02006MPS CAVOK M02/M16 Q1033 NOSIG
ZBAD,2022-01-01 16:30,ZBAD 011630Z 04008MPS CAVOK M02/M16 Q1032 NOSIG
ZBAD,2022-01-01 17:00,ZBAD 011700Z 04009MPS CAVOK M02/M16 Q1032 NOSIG
ZBAD,2022-01-01 17:30,ZBAD 011730Z 04008MPS CAVOK M02/M16 Q1032 NOSIG
ZBAD,2022-01-01 18:00,ZBAD 011800Z 05006MPS CAVOK M03/M16 Q1033 NOSIG
ZBAD,2022-01-01 18:30,ZBAD 011830Z 05006MPS CAVOK M03/M16 Q1033 NOSIG
ZBAD,2022-01-01 19:00,ZBAD 011900Z 06004MPS CAVOK M03/M16 Q1033 NOSIG
ZBAD,2022-01-01 19:30,ZBAD 011930Z 07004MPS CAVOK M05/M16 Q1033 NOSIG
ZBAD,2022-01-01 20:00,ZBAD 012000Z 07003MPS CAVOK M05/M16 Q1033 NOSIG
ZBAD,2022-01-01 20:30,ZBAD 012030Z 08001MPS CAVOK M06/M16 Q1033 NOSIG
