station,valid,metar
ZGKL,2012-01-01 07:00,ZGKL 010700Z 00000MPS 3000 HZ OVC040 11/05 Q1024 NOSIG
ZGKL,2012-01-01 08:00,ZGKL 010800Z VRB01MPS 3000 HZ OVC040 11/05 Q1024 NOSIG
ZGKL,2012-01-01 09:00,ZGKL 010900Z VRB01MPS 3000 HZ OVC040 11/05 Q1024 NOSIG
ZGKL,2012-01-01 10:00,ZGKL 011000Z 31001MPS 2300 HZ OVC036 10/06 Q1024 NOSIG
ZGKL,2012-01-01 11:00,ZGKL 011100Z 29001MPS 2300 BR OVC036 10/06 Q1024 NOSIG
ZGKL,2012-01-01 12:00,ZGKL 011200Z VRB01MPS 2000 BR OVC036 10/06 Q1025 NOSIG
ZGKL,2012-01-01 13:00,ZGKL 011300Z 00000MPS 2000 BR OVC036 10/06 Q1025 NOSIG
ZGKL,2012-01-01 14:00,ZGKL 011400Z 05003MPS 2500 HZ OVC040 10/05 Q1025 NOSIG
ZGKL,2012-01-01 15:00,ZGKL 011500Z 06002MPS 2500 HZ OVC040 10/05 Q1025 NOSIG
ZGKL,2012-01-01 16:00,ZGKL 011600Z VRB01MPS 2500 HZ OVC040 10/05 Q1025 NOSIG
ZGKL,2012-01-01 17:00,ZGKL 011700Z 31001MPS 1600 BR OVC040 09/07 Q1024 NOSIG
ZGKL,2012-01-01 18:00,ZGKL 011800Z AUTO VRB01MPS 1800 BR //// 09/06 Q1024
ZGKL,2012-01-01 19:00,ZGKL 011900Z AUTO VRB01MPS 2000 BR //// 09/06 Q1023
ZGKL,2012-01-01 20:00,ZGKL 012000Z AUTO 32001MPS 1800 BR //// 09/06 Q1023
ZGKL,2012-01-01 21:00,ZGKL 012100Z 27001MPS 3000 BR OVC040 09/07 Q1023 NOSIG
ZGKL,2012-01-01 22:00,ZGKL 012200Z 28001MPS 3000 BR OVC040 09/07 Q1023 NOSIG
ZGKL,2012-01-01 23:00,ZGKL 012300Z 33002MPS 3000 -RA BR OVC040 09/06 Q1023 NOSIG
ZGKL,2012-01-02 00:00,ZGKL 020000Z VRB01MPS 1300 R01/1100 -RA BR SCT013 OVC033 08/07 Q1024 TEMPO 0700 -RA FG
ZGKL,2012-01-02 01:00,ZGKL 020100Z VRB01MPS 0700 R01/1300 -RA FG SCT010 OVC033 08/07 Q1025 TEMPO 0600 -RA FG
ZGKL,2012-01-02 02:00,ZGKL 020200Z VRB01MPS 0900 R01/1500 -RA FG FEW003 SCT010 OVC033 09/07 Q1026 NOSIG
ZGKL,2012-01-02 03:00,ZGKL 020300Z VRB01MPS 0700 R01/1200 -RA FG FEW003 SCT010 OVC033 09/07 Q1025 TEMPO 0600 -RA FG
ZGKL,2012-01-02 04:00,ZGKL 020400Z VRB01MPS 0700 R01/1300 -RA FG FEW003 SCT010 OVC030 08/07 Q1024 NOSIG
ZGKL,2012-01-02 05:00,ZGKL 020500Z VRB01MPS 0600 R01/1000 -RA FG FEW003 SCT010 OVC030 09/07 Q1023 NOSIG
ZGKL,2012-01-02 06:00,ZGKL 020600Z VRB01MPS 0600 R01/1000 -RA FG FEW003 SCT008 OVC030 09/08 Q1022 NOSIG
ZGKL,2012-01-02 07:00,ZGKL 020700Z 05002MPS 1100 R01/1500 -RA BR FEW003 SCT010 OVC030 09/08 Q1021 NOSIG
ZGKL,2012-01-02 08:00,ZGKL 020800Z 09002MPS 0900 R01/1200 -RA FG FEW003 SCT008 OVC023 09/08 Q1021 NOSIG
ZGKL,2012-01-02 09:00,ZGKL 020900Z 07002MPS 0900 R01/1600 -RA FG FEW003 SCT008 OVC023 08/07 Q1021 NOSIG
ZGKL,2012-01-02 10:00,ZGKL 021000Z 07002MPS 020V100 0700 R01/1700 -RA FG SCT003 SCT008 OVC023 08/07 Q1021 NOSIG
ZGKL,2012-01-02 11:00,ZGKL 021100Z 06002MPS 0800 R01/1900 -RA FG SCT003 SCT007 OVC023 08/07 Q1022 NOSIG
ZGKL,2012-01-02 12:00,ZGKL 021200Z VRB01MPS 0800 R01/P2000 -RA FG SCT003 SCT006 OVC020 08/07 Q1022 NOSIG
ZGKL,2012-01-02 13:00,ZGKL 021300Z 07002MPS 030V130 1000 R01/P2000 -RA BR SCT003 SCT006 OVC020 08/07 Q1022 NOSIG
